"STATECODE","STATE","QUARTER","TAX_THOUSAND","INCREASING_YN"
"MI","Michigan",14,3399000,1
"MI","Michigan",15,4165000,1
"MI","Michigan",16,2857000,0
"MI","Michigan",17,5394000,1
"MI","Michigan",18,4054000,0
"MI","Michigan",19,4466000,1
"MI","Michigan",20,5273000,1
"MI","Michigan",21,5394000,1
"MI","Michigan",22,4555000,0
"MI","Michigan",23,4732000,1
"MI","Michigan",24,4848000,1
"MI","Michigan",25,4884000,1
"MI","Michigan",26,5152000,1
"MI","Michigan",27,4817000,0
"MI","Michigan",28,5485000,1
"MI","Michigan",29,4710000,0
"MI","Michigan",30,5799000,1
"MI","Michigan",31,5127000,0
"MI","Michigan",32,5050000,0
"MI","Michigan",33,6828000,1
"MI","Michigan",34,5740000,0
"MI","Michigan",35,5619000,0
"MI","Michigan",36,4929000,0
"MI","Michigan",37,5581000,1
"MI","Michigan",38,5398000,0
"MI","Michigan",39,6274000,1
"MI","Michigan",40,5429000,0
"MI","Michigan",41,5134000,0
"MI","Michigan",42,5093000,0
"MI","Michigan",43,6208000,1
"MI","Michigan",44,6109000,0
"MI","Michigan",45,4935000,0
"MI","Michigan",46,4952000,1
"MI","Michigan",47,6063000,1
"MI","Michigan",48,7443000,1
"MI","Michigan",49,3420000,0
"MI","Michigan",50,5271000,1
"MI","Michigan",51,6128000,1
"MI","Michigan",52,6748000,1
"MI","Michigan",53,4308000,0
"MI","Michigan",54,4385000,1
"MI","Michigan",55,8813000,1
"MI","Michigan",56,6883000,0
"MI","Michigan",57,2969000,0
"MI","Michigan",58,5780000,1
"MI","Michigan",59,8082000,1
"MI","Michigan",60,6442000,0
"MI","Michigan",61,3381000,0
"MI","Michigan",62,5985000,1
"MI","Michigan",63,8041000,1
"MI","Michigan",64,6749000,0
"MI","Michigan",65,3875000,0
"MI","Michigan",66,6204000,1
"MI","Michigan",67,8664000,1
"MI","Michigan",68,6549000,0
"MI","Michigan",69,3234000,0
"MI","Michigan",70,5769000,1
"MI","Michigan",71,7206000,1
"MI","Michigan",72,6247000,0
"MI","Michigan",73,3286000,0
"MI","Michigan",74,5500000,1
"MI","Michigan",75,7172000,1
"MI","Michigan",76,6177000,0
"MI","Michigan",77,3974000,0
"MI","Michigan",78,5985000,1
"MI","Michigan",79,7686000,1
"MI","Michigan",80,6570000,0
"MI","Michigan",81,4847000,0
"MI","Michigan",82,4942000,1
"MI","Michigan",83,7561000,1
"MI","Michigan",84,6440000,0
"MI","Michigan",85,5190000,0
"MI","Michigan",86,5518000,1
"MI","Michigan",87,7788000,1
"MI","Michigan",88,6315000,0
"MI","Michigan",89,4454000,0
"MI","Michigan",90,6036000,1
"MI","Michigan",91,8294000,1
"MI","Michigan",92,6721000,0
"MI","Michigan",93,5449000,0
"MI","Michigan",94,5533000,1
"MI","Michigan",95,9254000,1
"MI","Michigan",96,6945000,0
"MI","Michigan",97,4699000,0
"MI","Michigan",98,6370000,1
"MI","Michigan",99,9595000,1
"MI","Michigan",100,7274000,0
"MI","Michigan",101,4833000,0
"MI","Michigan",102,7194000,1
"MI","Michigan",103,9142000,1
"MI","Michigan",104,7313000,0
"MI","Michigan",105,6256000,0
"MI","Michigan",106,7489000,1
"MI","Michigan",107,8747000,1
"MI","Michigan",108,7988000,0
"MI","Michigan",109,6413000,0
"MI","Michigan",110,6615000,1
"MI","Michigan",111,9185000,1
"MI","Michigan",112,8501000,0
"MI","Michigan",113,4352000,0
"MI","Michigan",114,5773000,1
"MI","Michigan",115,10238000,1
"MI","Michigan",116,8790000,0
"MI","Michigan",117,6968000,0
"MI","Michigan",118,9487000,1
"MI","Michigan",119,10089000,1
"MN","Minnesota",9,2137000,
"MN","Minnesota",10,2430000,1
"MN","Minnesota",11,2106000,0
"MN","Minnesota",12,2268000,1
"MN","Minnesota",13,2324000,1
"MN","Minnesota",14,2654000,1
"MN","Minnesota",15,2316000,0
"MN","Minnesota",16,2505000,1
"MN","Minnesota",17,2533000,1
"MN","Minnesota",18,2891000,1
"MN","Minnesota",19,2235000,0
"MN","Minnesota",20,2667000,1
"MN","Minnesota",21,2212000,0
"MN","Minnesota",22,3435000,1
"MN","Minnesota",23,2235000,0
"MN","Minnesota",24,2979000,1
"MN","Minnesota",25,2350000,0
"MN","Minnesota",26,4108000,1
"MN","Minnesota",27,2105000,0
"MN","Minnesota",28,3332000,1
"MN","Minnesota",29,2989000,0
"MN","Minnesota",30,4054000,1
"MN","Minnesota",31,2197000,0
"MN","Minnesota",32,3005000,1
"MN","Minnesota",33,3719000,1
"MN","Minnesota",34,4410000,1
"MN","Minnesota",35,2284000,0
"MN","Minnesota",36,3481000,1
"MN","Minnesota",37,3329000,0
"MN","Minnesota",38,4441000,1
"MN","Minnesota",39,3111000,0
"MN","Minnesota",40,3162000,1
"MN","Minnesota",41,3203000,1
"MN","Minnesota",42,3847000,1
"MN","Minnesota",43,3322000,0
"MN","Minnesota",44,3474000,1
"MN","Minnesota",45,3169000,0
"MN","Minnesota",46,4018000,1
"MN","Minnesota",47,3381000,0
"MN","Minnesota",48,3672000,1
"MN","Minnesota",49,3253000,0
"MN","Minnesota",50,4430000,1
"MN","Minnesota",51,3491000,0
"MN","Minnesota",52,3864000,1
"MN","Minnesota",53,3674000,0
"MN","Minnesota",54,4856000,1
"MN","Minnesota",55,3965000,0
"MN","Minnesota",56,4108000,1
"MN","Minnesota",57,3916000,0
"MN","Minnesota",58,5341000,1
"MN","Minnesota",59,3951000,0
"MN","Minnesota",60,4342000,1
"MN","Minnesota",61,4021000,0
"MN","Minnesota",62,5454000,1
"MN","Minnesota",63,4096000,0
"MN","Minnesota",64,4392000,1
"MN","Minnesota",65,4085000,0
"MN","Minnesota",66,5748000,1
"MN","Minnesota",67,4173000,0
"MN","Minnesota",68,4291000,1
"MN","Minnesota",69,3688000,0
"MN","Minnesota",70,5009000,1
"MN","Minnesota",71,3882000,0
"MN","Minnesota",72,4223000,1
"MN","Minnesota",73,3871000,0
"MN","Minnesota",74,5234000,1
"MN","Minnesota",75,4396000,0
"MN","Minnesota",76,4594000,1
"MN","Minnesota",77,4273000,0
"MN","Minnesota",78,5703000,1
"MN","Minnesota",79,4747000,0
"MN","Minnesota",80,5048000,1
"MN","Minnesota",81,4493000,0
"MN","Minnesota",82,6273000,1
"MN","Minnesota",83,4951000,0
"MN","Minnesota",84,4955000,1
"MN","Minnesota",85,6244000,1
"MN","Minnesota",86,6746000,1
"MN","Minnesota",87,5232000,0
"MN","Minnesota",88,5664000,1
"MN","Minnesota",89,5226000,0
"MN","Minnesota",90,7123000,1
"MN","Minnesota",91,5421000,0
"MN","Minnesota",92,5969000,1
"MN","Minnesota",93,5450000,0
"MN","Minnesota",94,7639000,1
"MN","Minnesota",95,5631000,0
"MN","Minnesota",96,6194000,1
"MN","Minnesota",97,5600000,0
"MN","Minnesota",98,7765000,1
"MN","Minnesota",99,5716000,0
"MN","Minnesota",100,6203000,1
"MN","Minnesota",101,5943000,0
"MN","Minnesota",102,7733000,1
"MN","Minnesota",103,5804000,0
"MN","Minnesota",104,6743000,1
"MN","Minnesota",105,6356000,0
"MN","Minnesota",106,7976000,1
"MN","Minnesota",107,6313000,0
"MN","Minnesota",108,6482000,1
"MN","Minnesota",109,6214000,0
"MN","Minnesota",110,9167000,1
"MN","Minnesota",111,6671000,0
"MN","Minnesota",112,6820000,1
"MN","Minnesota",113,5982000,0
"MN","Minnesota",114,6920000,1
"MN","Minnesota",115,7602000,1
"MN","Minnesota",116,7071000,0
"MN","Minnesota",117,6799000,0
"MN","Minnesota",118,10549000,1
"MN","Minnesota",119,7322000,0
"MS","Mississippi",9,773000,
"MS","Mississippi",10,854000,1
"MS","Mississippi",11,848000,0
"MS","Mississippi",12,802000,0
"MS","Mississippi",13,809000,1
"MS","Mississippi",14,957000,1
"MS","Mississippi",15,850000,0
"MS","Mississippi",16,832000,0
"MS","Mississippi",17,893000,1
"MS","Mississippi",18,1057000,1
"MS","Mississippi",19,896000,0
"MS","Mississippi",20,861000,0
"MS","Mississippi",21,893000,1
"MS","Mississippi",22,1037000,1
"MS","Mississippi",23,942000,0
"MS","Mississippi",24,940000,0
"MS","Mississippi",25,855000,0
"MS","Mississippi",26,1617000,1
"MS","Mississippi",27,942000,0
"MS","Mississippi",28,1030000,1
"MS","Mississippi",29,947000,0
"MS","Mississippi",30,1070000,1
"MS","Mississippi",31,1061000,0
"MS","Mississippi",32,1024000,0
"MS","Mississippi",33,930000,0
"MS","Mississippi",34,1078000,1
"MS","Mississippi",35,1239000,1
"MS","Mississippi",36,1206000,0
"MS","Mississippi",37,1020000,0
"MS","Mississippi",38,1296000,1
"MS","Mississippi",39,1340000,1
"MS","Mississippi",40,1209000,0
"MS","Mississippi",41,1250000,1
"MS","Mississippi",42,1330000,1
"MS","Mississippi",43,1175000,0
"MS","Mississippi",44,1176000,1
"MS","Mississippi",45,1177000,1
"MS","Mississippi",46,1424000,1
"MS","Mississippi",47,1158000,0
"MS","Mississippi",48,1279000,1
"MS","Mississippi",49,1188000,0
"MS","Mississippi",50,1486000,1
"MS","Mississippi",51,1226000,0
"MS","Mississippi",52,1310000,1
"MS","Mississippi",53,1265000,0
"MS","Mississippi",54,1643000,1
"MS","Mississippi",55,1226000,0
"MS","Mississippi",56,1447000,1
"MS","Mississippi",57,1508000,1
"MS","Mississippi",58,1821000,1
"MS","Mississippi",59,1447000,0
"MS","Mississippi",60,1515000,1
"MS","Mississippi",61,1550000,1
"MS","Mississippi",62,1974000,1
"MS","Mississippi",63,1511000,0
"MS","Mississippi",64,1593000,1
"MS","Mississippi",65,1617000,1
"MS","Mississippi",66,2054000,1
"MS","Mississippi",67,1536000,0
"MS","Mississippi",68,1588000,1
"MS","Mississippi",69,1508000,0
"MS","Mississippi",70,1887000,1
"MS","Mississippi",71,1349000,0
"MS","Mississippi",72,1490000,1
"MS","Mississippi",73,1420000,0
"MS","Mississippi",74,2033000,1
"MS","Mississippi",75,1397000,0
"MS","Mississippi",76,1590000,1
"MS","Mississippi",77,1524000,0
"MS","Mississippi",78,1978000,1
"MS","Mississippi",79,1442000,0
"MS","Mississippi",80,1667000,1
"MS","Mississippi",81,1687000,1
"MS","Mississippi",82,2077000,1
"MS","Mississippi",83,1456000,0
"MS","Mississippi",84,1845000,1
"MS","Mississippi",85,1787000,0
"MS","Mississippi",86,2246000,1
"MS","Mississippi",87,1572000,0
"MS","Mississippi",88,1924000,1
"MS","Mississippi",89,1806000,0
"MS","Mississippi",90,2190000,1
"MS","Mississippi",91,1690000,0
"MS","Mississippi",92,1933000,1
"MS","Mississippi",93,1937000,1
"MS","Mississippi",94,2230000,1
"MS","Mississippi",95,1671000,0
"MS","Mississippi",96,1927000,1
"MS","Mississippi",97,1959000,1
"MS","Mississippi",98,2275000,1
"MS","Mississippi",99,1702000,0
"MS","Mississippi",100,1865000,1
"MS","Mississippi",101,1724000,0
"MS","Mississippi",102,2382000,1
"MS","Mississippi",103,1731000,0
"MS","Mississippi",104,1877000,1
"MS","Mississippi",105,1759000,0
"MS","Mississippi",106,2433000,1
"MS","Mississippi",107,1790000,0
"MS","Mississippi",108,1948000,1
"MS","Mississippi",109,1830000,0
"MS","Mississippi",110,2638000,1
"MS","Mississippi",111,1830000,0
"MS","Mississippi",112,2038000,1
"MS","Mississippi",113,1914000,0
"MS","Mississippi",114,2231000,1
"MS","Mississippi",115,2098000,0
"MS","Mississippi",116,2136000,1
"MS","Mississippi",117,2157000,1
"MS","Mississippi",118,2975000,1
"MS","Mississippi",119,2343000,0
"MO","Missouri",9,1455000,
"MO","Missouri",10,1669000,1
"MO","Missouri",11,1589000,0
"MO","Missouri",12,1537000,0
"MO","Missouri",13,1455000,0
"MO","Missouri",14,1997000,1
"MO","Missouri",15,1714000,0
"MO","Missouri",16,1679000,0
"MO","Missouri",17,1681000,1
"MO","Missouri",18,2137000,1
"MO","Missouri",19,1859000,0
"MO","Missouri",20,1805000,0
"MO","Missouri",21,1834000,1
"MO","Missouri",22,2319000,1
"MO","Missouri",23,1967000,0
"MO","Missouri",24,1884000,0
"MO","Missouri",25,1907000,1
"MO","Missouri",26,2468000,1
"MO","Missouri",27,2022000,0
"MO","Missouri",28,1884000,0
"MO","Missouri",29,1907000,1
"MO","Missouri",30,2623000,1
"MO","Missouri",31,2004000,0
"MO","Missouri",32,2065000,1
"MO","Missouri",33,1880000,0
"MO","Missouri",34,2632000,1
"MO","Missouri",35,2092000,0
"MO","Missouri",36,2049000,0
"MO","Missouri",37,2005000,0
"MO","Missouri",38,2705000,1
"MO","Missouri",39,2138000,0
"MO","Missouri",40,2191000,1
"MO","Missouri",41,1903000,0
"MO","Missouri",42,2440000,1
"MO","Missouri",43,2166000,0
"MO","Missouri",44,2231000,1
"MO","Missouri",45,1906000,0
"MO","Missouri",46,2324000,1
"MO","Missouri",47,2279000,0
"MO","Missouri",48,2225000,0
"MO","Missouri",49,2034000,0
"MO","Missouri",50,2581000,1
"MO","Missouri",51,2358000,0
"MO","Missouri",52,2299000,0
"MO","Missouri",53,2112000,0
"MO","Missouri",54,2775000,1
"MO","Missouri",55,2447000,0
"MO","Missouri",56,2359000,0
"MO","Missouri",57,2252000,0
"MO","Missouri",58,3122000,1
"MO","Missouri",59,2564000,0
"MO","Missouri",60,2460000,0
"MO","Missouri",61,2387000,0
"MO","Missouri",62,3292000,1
"MO","Missouri",63,2669000,0
"MO","Missouri",64,2547000,0
"MO","Missouri",65,2430000,0
"MO","Missouri",66,3318000,1
"MO","Missouri",67,2639000,0
"MO","Missouri",68,2554000,0
"MO","Missouri",69,2399000,0
"MO","Missouri",70,2752000,1
"MO","Missouri",71,2450000,0
"MO","Missouri",72,2323000,0
"MO","Missouri",73,2091000,0
"MO","Missouri",74,2872000,1
"MO","Missouri",75,2507000,0
"MO","Missouri",76,2452000,0
"MO","Missouri",77,2242000,0
"MO","Missouri",78,2941000,1
"MO","Missouri",79,2537000,0
"MO","Missouri",80,2486000,0
"MO","Missouri",81,2380000,0
"MO","Missouri",82,3434000,1
"MO","Missouri",83,2629000,0
"MO","Missouri",84,2633000,1
"MO","Missouri",85,2512000,0
"MO","Missouri",86,3409000,1
"MO","Missouri",87,2762000,0
"MO","Missouri",88,2708000,0
"MO","Missouri",89,2536000,0
"MO","Missouri",90,3280000,1
"MO","Missouri",91,2840000,0
"MO","Missouri",92,2862000,1
"MO","Missouri",93,2677000,0
"MO","Missouri",94,3624000,1
"MO","Missouri",95,2975000,0
"MO","Missouri",96,2956000,0
"MO","Missouri",97,2897000,0
"MO","Missouri",98,3466000,1
"MO","Missouri",99,3046000,0
"MO","Missouri",100,2937000,0
"MO","Missouri",101,3083000,1
"MO","Missouri",102,3526000,1
"MO","Missouri",103,3101000,0
"MO","Missouri",104,3054000,0
"MO","Missouri",105,3209000,1
"MO","Missouri",106,3661000,1
"MO","Missouri",107,3067000,0
"MO","Missouri",108,3037000,0
"MO","Missouri",109,3024000,0
"MO","Missouri",110,4054000,1
"MO","Missouri",111,3213000,0
"MO","Missouri",112,3142000,0
"MO","Missouri",113,3167000,1
"MO","Missouri",114,2887000,0
"MO","Missouri",115,4036000,1
"MO","Missouri",116,3236000,0
"MO","Missouri",117,3367000,1
"MO","Missouri",118,4453000,1
"MO","Missouri",119,3855000,0
"MT","Montana",9,272000,
"MT","Montana",10,386000,1
"MT","Montana",11,228000,0
"MT","Montana",12,267000,1
"MT","Montana",13,275000,1
"MT","Montana",14,386000,1
"MT","Montana",15,233000,0
"MT","Montana",16,256000,1
"MT","Montana",17,321000,1
"MT","Montana",18,444000,1
"MT","Montana",19,261000,0
"MT","Montana",20,262000,1
"MT","Montana",21,301000,1
"MT","Montana",22,483000,1
"MT","Montana",23,247000,0
"MT","Montana",24,267000,1
"MT","Montana",25,318000,1
"MT","Montana",26,501000,1
"MT","Montana",27,247000,0
"MT","Montana",28,267000,1
"MT","Montana",29,318000,1
"MT","Montana",30,501000,1
"MT","Montana",31,247000,0
"MT","Montana",32,267000,1
"MT","Montana",33,318000,1
"MT","Montana",34,601000,1
"MT","Montana",35,249000,0
"MT","Montana",36,297000,1
"MT","Montana",37,331000,1
"MT","Montana",38,619000,1
"MT","Montana",39,259000,0
"MT","Montana",40,298000,1
"MT","Montana",41,334000,1
"MT","Montana",42,551000,1
"MT","Montana",43,268000,0
"MT","Montana",44,299000,1
"MT","Montana",45,334000,1
"MT","Montana",46,587000,1
"MT","Montana",47,290000,0
"MT","Montana",48,339000,1
"MT","Montana",49,334000,0
"MT","Montana",50,707000,1
"MT","Montana",51,323000,0
"MT","Montana",52,348000,1
"MT","Montana",53,405000,1
"MT","Montana",54,799000,1
"MT","Montana",55,348000,0
"MT","Montana",56,414000,1
"MT","Montana",57,437000,1
"MT","Montana",58,927000,1
"MT","Montana",59,388000,0
"MT","Montana",60,373000,0
"MT","Montana",61,522000,1
"MT","Montana",62,854000,1
"MT","Montana",63,497000,0
"MT","Montana",64,567000,1
"MT","Montana",65,507000,0
"MT","Montana",66,887000,1
"MT","Montana",67,558000,0
"MT","Montana",68,596000,1
"MT","Montana",69,523000,0
"MT","Montana",70,730000,1
"MT","Montana",71,431000,0
"MT","Montana",72,503000,1
"MT","Montana",73,454000,0
"MT","Montana",74,755000,1
"MT","Montana",75,473000,0
"MT","Montana",76,540000,1
"MT","Montana",77,479000,0
"MT","Montana",78,812000,1
"MT","Montana",79,532000,0
"MT","Montana",80,610000,1
"MT","Montana",81,481000,0
"MT","Montana",82,836000,1
"MT","Montana",83,533000,0
"MT","Montana",84,643000,1
"MT","Montana",85,537000,0
"MT","Montana",86,932000,1
"MT","Montana",87,558000,0
"MT","Montana",88,647000,1
"MT","Montana",89,545000,0
"MT","Montana",90,891000,1
"MT","Montana",91,601000,0
"MT","Montana",92,670000,1
"MT","Montana",93,610000,0
"MT","Montana",94,962000,1
"MT","Montana",95,568000,0
"MT","Montana",96,690000,1
"MT","Montana",97,547000,0
"MT","Montana",98,809000,1
"MT","Montana",99,639000,0
"MT","Montana",100,656000,1
"MT","Montana",101,615000,0
"MT","Montana",102,824000,1
"MT","Montana",103,592000,0
"MT","Montana",104,785000,1
"MT","Montana",105,658000,0
"MT","Montana",106,971000,1
"MT","Montana",107,649000,0
"MT","Montana",108,815000,1
"MT","Montana",109,646000,0
"MT","Montana",110,1058000,1
"MT","Montana",111,689000,0
"MT","Montana",112,859000,1
"MT","Montana",113,729000,0
"MT","Montana",114,893000,1
"MT","Montana",115,842000,0
"MT","Montana",116,875000,1
"MT","Montana",117,818000,0
"MT","Montana",118,1303000,1
"MT","Montana",119,827000,0
"NE","Nebraska",9,533000,
"NE","Nebraska",10,605000,1
"NE","Nebraska",11,557000,0
"NE","Nebraska",12,505000,0
"NE","Nebraska",13,537000,1
"NE","Nebraska",14,614000,1
"NE","Nebraska",15,582000,0
"NE","Nebraska",16,524000,0
"NE","Nebraska",17,570000,1
"NE","Nebraska",18,687000,1
"NE","Nebraska",19,606000,0
"NE","Nebraska",20,580000,0
"NE","Nebraska",21,629000,1
"NE","Nebraska",22,726000,1
"NE","Nebraska",23,652000,0
"NE","Nebraska",24,602000,0
"NE","Nebraska",25,645000,1
"NE","Nebraska",26,740000,1
"NE","Nebraska",27,657000,0
"NE","Nebraska",28,581000,0
"NE","Nebraska",29,634000,1
"NE","Nebraska",30,783000,1
"NE","Nebraska",31,701000,0
"NE","Nebraska",32,651000,0
"NE","Nebraska",33,722000,1
"NE","Nebraska",34,905000,1
"NE","Nebraska",35,745000,0
"NE","Nebraska",36,672000,0
"NE","Nebraska",37,732000,1
"NE","Nebraska",38,887000,1
"NE","Nebraska",39,762000,0
"NE","Nebraska",40,691000,0
"NE","Nebraska",41,704000,1
"NE","Nebraska",42,835000,1
"NE","Nebraska",43,786000,0
"NE","Nebraska",44,721000,0
"NE","Nebraska",45,938000,1
"NE","Nebraska",46,906000,0
"NE","Nebraska",47,858000,0
"NE","Nebraska",48,769000,0
"NE","Nebraska",49,795000,1
"NE","Nebraska",50,1219000,1
"NE","Nebraska",51,890000,0
"NE","Nebraska",52,865000,0
"NE","Nebraska",53,855000,0
"NE","Nebraska",54,1067000,1
"NE","Nebraska",55,996000,0
"NE","Nebraska",56,911000,0
"NE","Nebraska",57,892000,0
"NE","Nebraska",58,1162000,1
"NE","Nebraska",59,991000,0
"NE","Nebraska",60,921000,0
"NE","Nebraska",61,951000,1
"NE","Nebraska",62,1207000,1
"NE","Nebraska",63,1083000,0
"NE","Nebraska",64,949000,0
"NE","Nebraska",65,922000,0
"NE","Nebraska",66,1225000,1
"NE","Nebraska",67,1036000,0
"NE","Nebraska",68,962000,0
"NE","Nebraska",69,870000,0
"NE","Nebraska",70,1086000,1
"NE","Nebraska",71,923000,0
"NE","Nebraska",72,895000,0
"NE","Nebraska",73,827000,0
"NE","Nebraska",74,1060000,1
"NE","Nebraska",75,968000,0
"NE","Nebraska",76,905000,0
"NE","Nebraska",77,915000,1
"NE","Nebraska",78,1247000,1
"NE","Nebraska",79,1063000,0
"NE","Nebraska",80,1014000,0
"NE","Nebraska",81,998000,0
"NE","Nebraska",82,1288000,1
"NE","Nebraska",83,1122000,0
"NE","Nebraska",84,1050000,0
"NE","Nebraska",85,991000,0
"NE","Nebraska",86,1528000,1
"NE","Nebraska",87,1165000,0
"NE","Nebraska",88,1092000,0
"NE","Nebraska",89,1213000,1
"NE","Nebraska",90,1413000,1
"NE","Nebraska",91,1274000,0
"NE","Nebraska",92,1133000,0
"NE","Nebraska",93,1183000,1
"NE","Nebraska",94,1495000,1
"NE","Nebraska",95,1272000,0
"NE","Nebraska",96,1187000,0
"NE","Nebraska",97,1201000,1
"NE","Nebraska",98,1444000,1
"NE","Nebraska",99,1281000,0
"NE","Nebraska",100,1150000,0
"NE","Nebraska",101,1206000,1
"NE","Nebraska",102,1468000,1
"NE","Nebraska",103,1327000,0
"NE","Nebraska",104,1249000,0
"NE","Nebraska",105,1291000,1
"NE","Nebraska",106,1526000,1
"NE","Nebraska",107,1430000,0
"NE","Nebraska",108,1251000,0
"NE","Nebraska",109,1294000,1
"NE","Nebraska",110,1780000,1
"NE","Nebraska",111,1542000,0
"NE","Nebraska",112,1402000,0
"NE","Nebraska",113,1439000,1
"NE","Nebraska",114,1428000,0
"NE","Nebraska",115,1898000,1
"NE","Nebraska",116,1484000,0
"NE","Nebraska",117,1536000,1
"NE","Nebraska",118,2043000,1
"NE","Nebraska",119,1765000,0
"NV","Nevada",9,584000,
"NV","Nevada",10,594000,1
"NV","Nevada",11,630000,1
"NV","Nevada",12,644000,1
"NV","Nevada",13,618000,0
"NV","Nevada",14,777000,1
"NV","Nevada",15,529000,0
"NV","Nevada",16,762000,1
"NV","Nevada",17,692000,0
"NV","Nevada",18,782000,1
"NV","Nevada",19,653000,0
"NV","Nevada",20,724000,1
"NV","Nevada",21,735000,1
"NV","Nevada",22,923000,1
"NV","Nevada",23,675000,0
"NV","Nevada",24,763000,1
"NV","Nevada",25,748000,0
"NV","Nevada",26,937000,1
"NV","Nevada",27,704000,0
"NV","Nevada",28,816000,1
"NV","Nevada",29,833000,1
"NV","Nevada",30,937000,1
"NV","Nevada",31,607000,0
"NV","Nevada",32,708000,1
"NV","Nevada",33,626000,0
"NV","Nevada",34,1008000,1
"NV","Nevada",35,761000,0
"NV","Nevada",36,947000,1
"NV","Nevada",37,870000,0
"NV","Nevada",38,885000,1
"NV","Nevada",39,825000,0
"NV","Nevada",40,912000,1
"NV","Nevada",41,880000,0
"NV","Nevada",42,1037000,1
"NV","Nevada",43,699000,0
"NV","Nevada",44,1081000,1
"NV","Nevada",45,1044000,0
"NV","Nevada",46,1245000,1
"NV","Nevada",47,353000,0
"NV","Nevada",48,928000,1
"NV","Nevada",49,1390000,1
"NV","Nevada",50,1543000,1
"NV","Nevada",51,483000,0
"NV","Nevada",52,1350000,1
"NV","Nevada",53,1510000,1
"NV","Nevada",54,2327000,1
"NV","Nevada",55,575000,0
"NV","Nevada",56,1428000,1
"NV","Nevada",57,1577000,1
"NV","Nevada",58,2574000,1
"NV","Nevada",59,586000,0
"NV","Nevada",60,1507000,1
"NV","Nevada",61,1569000,1
"NV","Nevada",62,2642000,1
"NV","Nevada",63,522000,0
"NV","Nevada",64,1571000,1
"NV","Nevada",65,1527000,0
"NV","Nevada",66,2525000,1
"NV","Nevada",67,521000,0
"NV","Nevada",68,1470000,1
"NV","Nevada",69,1550000,1
"NV","Nevada",70,2367000,1
"NV","Nevada",71,532000,0
"NV","Nevada",72,1487000,1
"NV","Nevada",73,1515000,1
"NV","Nevada",74,2387000,1
"NV","Nevada",75,497000,0
"NV","Nevada",76,1453000,1
"NV","Nevada",77,1578000,1
"NV","Nevada",78,2807000,1
"NV","Nevada",79,619000,0
"NV","Nevada",80,1504000,1
"NV","Nevada",81,1494000,0
"NV","Nevada",82,2845000,1
"NV","Nevada",83,618000,0
"NV","Nevada",84,1596000,1
"NV","Nevada",85,1805000,1
"NV","Nevada",86,2998000,1
"NV","Nevada",87,657000,0
"NV","Nevada",88,1718000,1
"NV","Nevada",89,1874000,1
"NV","Nevada",90,2893000,1
"NV","Nevada",91,656000,0
"NV","Nevada",92,1864000,1
"NV","Nevada",93,1930000,1
"NV","Nevada",94,3083000,1
"NV","Nevada",95,734000,0
"NV","Nevada",96,1946000,1
"NV","Nevada",97,2071000,1
"NV","Nevada",98,3274000,1
"NV","Nevada",99,1138000,0
"NV","Nevada",100,2067000,1
"NV","Nevada",101,2146000,1
"NV","Nevada",102,3411000,1
"NV","Nevada",103,1152000,0
"NV","Nevada",104,2174000,1
"NV","Nevada",105,2294000,1
"NV","Nevada",106,3949000,1
"NV","Nevada",107,1168000,0
"NV","Nevada",108,2281000,1
"NV","Nevada",109,2481000,1
"NV","Nevada",110,4082000,1
"NV","Nevada",111,1255000,0
"NV","Nevada",112,2451000,1
"NV","Nevada",113,2577000,1
"NV","Nevada",114,3591000,1
"NV","Nevada",115,1292000,0
"NV","Nevada",116,2543000,1
"NV","Nevada",117,2237000,0
"NV","Nevada",118,4503000,1
"NV","Nevada",119,1233000,0
"NH","New Hampshire",9,218000,
"NH","New Hampshire",10,236000,1
"NH","New Hampshire",11,206000,0
"NH","New Hampshire",12,247000,1
"NH","New Hampshire",13,202000,0
"NH","New Hampshire",14,263000,1
"NH","New Hampshire",15,221000,0
"NH","New Hampshire",16,214000,0
"NH","New Hampshire",17,187000,0
"NH","New Hampshire",18,227000,1
"NH","New Hampshire",19,203000,0
"NH","New Hampshire",20,227000,1
"NH","New Hampshire",21,219000,0
"NH","New Hampshire",22,279000,1
"NH","New Hampshire",23,235000,0
"NH","New Hampshire",24,249000,1
"NH","New Hampshire",25,245000,0
"NH","New Hampshire",26,292000,1
"NH","New Hampshire",27,240000,0
"NH","New Hampshire",28,275000,1
"NH","New Hampshire",29,253000,0
"NH","New Hampshire",30,323000,1
"NH","New Hampshire",31,247000,0
"NH","New Hampshire",32,289000,1
"NH","New Hampshire",33,288000,0
"NH","New Hampshire",34,349000,1
"NH","New Hampshire",35,273000,0
"NH","New Hampshire",36,333000,1
"NH","New Hampshire",37,330000,0
"NH","New Hampshire",38,824000,1
"NH","New Hampshire",39,320000,0
"NH","New Hampshire",40,379000,1
"NH","New Hampshire",41,823000,1
"NH","New Hampshire",42,365000,0
"NH","New Hampshire",43,339000,0
"NH","New Hampshire",44,412000,1
"NH","New Hampshire",45,819000,1
"NH","New Hampshire",46,387000,0
"NH","New Hampshire",47,354000,0
"NH","New Hampshire",48,427000,1
"NH","New Hampshire",49,825000,1
"NH","New Hampshire",50,447000,0
"NH","New Hampshire",51,372000,0
"NH","New Hampshire",52,449000,1
"NH","New Hampshire",53,754000,1
"NH","New Hampshire",54,468000,0
"NH","New Hampshire",55,427000,0
